Sentence	IsHeaderFooter	Page	Line	X1	X2	Y	Padding	Font
pour point:	false	6	27	95.76	145.80887	454.68	0.0	RNZRPK+ArialMT
approx. < 0 °C	false	6	27	209.16	276.2489	454.68	63.351135	RNZRPK+ArialMT
(DIN ISO 3016)	false	6	27	382.8	454.44888	454.68	106.55109	RNZRPK+ArialMT
Boiling point:	false	6	28	95.76	155.76888	443.16	0.0	RNZRPK+ArialMT
approx. >= 100 °C	false	6	28	209.16	293.16888	443.16	53.39113	RNZRPK+ArialMT
not determined, contains water	false	6	29	209.16	348.72888	431.64	0.0	RNZRPK+ArialMT
Flash point:	false	6	30	95.76	150.24887	420.12	0.0	RNZRPK+ArialMT
Not determinable., Aqueous	false	6	31	209.16	335.8653	408.6	0.0	RNZRPK+ArialMT
preparation	false	6	32	209.16	262.56888	397.08	0.0	RNZRPK+ArialMT
Flammability:	false	6	33	95.76	157.44887	385.68	0.0	RNZRPK+ArialMT
not flammable	false	6	33	209.16	274.6889	385.68	51.711136	RNZRPK+ArialMT
Ignition temperature:	false	6	34	95.76	190.20888	374.16	0.0	RNZRPK+ArialMT
Based on the water content the	false	6	35	209.16	350.25842	362.64	0.0	RNZRPK+ArialMT
product does not ignite.	false	6	36	209.16	315.84888	351.12	0.0	RNZRPK+ArialMT
Vapour pressure:	false	6	37	95.76	175.20888	339.6	0.0	RNZRPK+ArialMT
23.4 hPa	false	6	37	209.16	252.00888	339.6	33.951126	RNZRPK+ArialMT
(20 °C)	false	6	38	209.16	246.49356	328.08	0.0	RNZRPK+ArialMT
contains water	false	6	39	209.16	276.3689	316.68	0.0	RNZRPK+ArialMT
Density:	false	6	40	95.76	134.64888	305.16	0.0	RNZRPK+ArialMT
approx. 1.02 g/cm3	false	6	40	209.16	300.3689	305.16	74.51112	RNZRPK+ArialMT
(DIN 51757)	false	6	40	382.8	440.0489	305.16	82.43109	RNZRPK+ArialMT
(20 °C)	false	6	41	209.16	246.48888	293.64	0.0	RNZRPK+ArialMT
Solubility in water:	false	6	42	95.76	179.16887	282.12	0.0	RNZRPK+ArialMT
soluble	false	6	42	209.16	243.60887	282.12	29.991135	RNZRPK+ArialMT
Partitioning coefficient n-octanol/water (log Kow):	false	6	43	95.76	315.3689	270.6	0.0	RNZRPK+ArialMT
not applicable	false	6	44	209.16	273.6089	259.2	0.0	RNZRPK+ArialMT
Self ignition:	false	6	45	95.76	153.00888	247.68	0.0	RNZRPK+ArialMT
not self-igniting	false	6	45	209.16	279.2489	247.68	56.151123	RNZRPK+ArialMT
Thermal decomposition:	false	6	47	95.76	205.20888	224.64	0.0	RNZRPK+ArialMT
No decomposition if stored and handled as prescribed/indicated.	false	6	47	209.16	499.3289	224.64	3.951126	RNZRPK+ArialMT
Viscosity, dynamic:	false	6	48	95.76	183.60887	213.12	0.0	RNZRPK+ArialMT
approx. 80 mPa.s	false	6	48	209.16	290.28888	213.12	25.551132	RNZRPK+ArialMT
(ISO 12058-1)	false	6	48	382.8	448.9289	213.12	92.51111	RNZRPK+ArialMT
(20 °C)	false	6	49	209.16	246.48888	201.6	0.0	RNZRPK+ArialMT
approx. 50 mPa.s	false	6	50	209.16	290.28888	190.2	110.63112	RNZRPK+ArialMT
(ISO 12058-1)	false	6	50	382.8	448.9289	190.2	92.51111	RNZRPK+ArialMT
(40 °C)	false	6	51	209.16	246.48888	178.68	0.0	RNZRPK+ArialMT
Explosion hazard:	false	6	52	95.76	177.96887	167.16	0.0	RNZRPK+ArialMT
not explosive	false	6	52	209.16	270.2489	167.16	31.191132	RNZRPK+ArialMT
Fire promoting properties:	false	6	53	95.76	213.00888	155.64	0.0	RNZRPK+ArialMT
not fire-propagating	false	6	53	223.32	312.84888	155.64	10.311127	RNZRPK+ArialMT
9.2. Other information	false	6	55	92.16	209.5925	131.64	0.0	GUKDRG+Arial-BoldMT
Page:	true	7	2	491.76	512.2059	762.84	0.0	RNZRPK+ArialMT
7/15	true	7	2	517.3173	542.87463	762.84	0.0	RNZRPK+ArialMT
BASF Safety data sheet according to Regulation (EC) No. 1907/2006 as amended from time to time.	true	7	3	72.34433	519.2296	749.643	0.0	RNZRPK+ArialMT
Date / Revised:	true	7	4	72.36	139.11421	738.0	0.0	RNZRPK+ArialMT
16.08.2019	true	7	4	143.88237	196.3321	738.0	0.0	RNZRPK+ArialMT
Version:	true	7	4	486.72586	519.4884	738.0	290.39374	RNZRPK+ArialMT
7.1	true	7	4	524.16876	542.89026	738.0	290.39374	RNZRPK+ArialMT
Date previous version:	true	7	5	72.359955	171.10248	726.5958	0.0	RNZRPK+ArialMT
14.08.2019	true	7	5	175.8045	227.5268	726.5958	0.0	RNZRPK+ArialMT
Previous version:	true	7	5	446.75635	519.99365	726.5958	219.22955	RNZRPK+ArialMT
7.0	true	7	5	524.571	542.8803	726.5958	219.22955	RNZRPK+ArialMT
Product:	true	7	6	72.350006	112.31949	715.0721	0.0	RNZRPK+ArialMT
Cavipor® T0	true	7	6	112.309525	174.2408	715.0721	-0.009963989	GUKDRG+Arial-BoldMT
(ID no. 860071/SDS_GEN_EU/EN)	true	7	7	383.98846	542.87036	703.54834	0.0	RNZRPK+ArialMT
Date of print 23.08.2019	true	7	8	432.84	542.88885	690.36	0.0	RNZRPK+ArialMT
Hygroscopy:	false	7	15	95.76	154.08888	609.84	0.0	RNZRPK+ArialMT
Non-hygroscopic	false	7	15	209.16	286.9289	609.84	55.07112	RNZRPK+ArialMT
Surface tension:	false	7	16	95.76	170.76888	598.3199	0.0	RNZRPK+ArialMT
approx. 40.7 mN/m	false	7	16	209.16	299.7689	598.3199	38.39113	RNZRPK+ArialMT
(DIN EN 14370)	false	7	16	382.8	456.72888	598.3199	83.0311	RNZRPK+ArialMT
(20 °C; 0.5 %(V))	false	7	17	209.16	287.6489	586.8	0.0	RNZRPK+ArialMT
SECTION 10:	false	7	19	70.92	129.81332	554.16	0.0	GUKDRG+Arial-BoldMT
Stability and Reactivity	false	7	19	135.70265	282.93597	554.16	0.0	GUKDRG+Arial-BoldMT
10.1. Reactivity	false	7	20	92.16	174.67297	535.3199	0.0	GUKDRG+Arial-BoldMT
10.2. Chemical stability	false	7	22	92.16	216.30481	511.2	0.0	GUKDRG+Arial-BoldMT
10.3. Possibility of hazardous reactions	false	7	24	92.16	301.26865	486.96	0.0	GUKDRG+Arial-BoldMT
The product is stable if stored and handled as prescribed/indicated.	false	7	25	92.16	395.16315	475.32	0.0	RNZRPK+ArialMT
10.4. Conditions to avoid	false	7	27	92.16	225.31345	451.32	0.0	GUKDRG+Arial-BoldMT
10.5. Incompatible materials	false	7	29	92.16	241.98386	427.2	0.0	GUKDRG+Arial-BoldMT
10.6. Hazardous decomposition products	false	7	31	92.16	310.3877	403.08	0.0	GUKDRG+Arial-BoldMT
SECTION 11:	false	7	33	70.92	132.21082	370.2	0.0	GUKDRG+Arial-BoldMT
Toxicological Information	false	7	33	138.33989	297.69598	370.2	0.0	GUKDRG+Arial-BoldMT
11.1. Information on toxicological effects	false	7	34	92.16	308.58817	351.36	0.0	GUKDRG+Arial-BoldMT
Acute toxicity	false	7	36	92.16	153.84888	328.1963	0.0	RNZRPK+ArialMT
Assessment of acute toxicity:	false	7	38	92.16	223.9308	305.15628	0.0	RNZRPK+ArialMT
Virtually nontoxic after a single ingestion. Virtually nontoxic after a single skin contact.	false	7	39	92.16	475.68973	293.63257	0.0	RNZRPK+ArialMT
Information on:	false	7	41	92.16	154.2977	270.70465	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	7	41	158.7361	398.41006	270.70465	0.0	WFKVHA+Arial-ItalicMT
Assessment of acute toxicity:	false	7	42	92.15997	223.93079	259.18094	0.0	WFKVHA+Arial-ItalicMT
Virtually nontoxic after a single ingestion. Virtually nontoxic after a single skin contact.	false	7	43	92.15999	475.68973	247.65723	0.0	WFKVHA+Arial-ItalicMT
Irritation	false	7	46	92.16	131.04887	213.2056	0.0	RNZRPK+ArialMT
Experimental/calculated data:	false	7	49	92.16	226.21164	178.67258	0.0	RNZRPK+ArialMT
Serious eye damage/irritation:	false	7	50	92.16	220.35458	167.14886	0.0	RNZRPK+ArialMT
Tested as a preparation. Eye contact causes irritation.	false	7	50	224.77509	472.32324	167.14886	0.0	RNZRPK+ArialMT
Information on:	false	7	52	92.150055	154.28775	144.22095	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	7	52	158.72615	398.40012	144.22095	0.0	WFKVHA+Arial-ItalicMT
Assessment of irritating effects:	false	7	53	92.150024	233.88083	132.69724	0.0	WFKVHA+Arial-ItalicMT
Skin contact causes irritation.	false	7	54	92.15004	227.75543	121.173515	0.0	WFKVHA+Arial-ItalicMT
Page:	true	8	2	491.76	512.2059	762.84	0.0	RNZRPK+ArialMT
8/15	true	8	2	517.3173	542.87463	762.84	0.0	RNZRPK+ArialMT
BASF Safety data sheet according to Regulation (EC) No. 1907/2006 as amended from time to time.	true	8	3	72.34433	519.2296	749.643	0.0	RNZRPK+ArialMT
Date / Revised:	true	8	4	72.36	139.11421	738.0	0.0	RNZRPK+ArialMT
16.08.2019	true	8	4	143.88237	196.3321	738.0	0.0	RNZRPK+ArialMT
Version:	true	8	4	486.72586	519.4884	738.0	290.39374	RNZRPK+ArialMT
7.1	true	8	4	524.16876	542.89026	738.0	290.39374	RNZRPK+ArialMT
Date previous version:	true	8	5	72.359955	171.10248	726.5958	0.0	RNZRPK+ArialMT
14.08.2019	true	8	5	175.8045	227.5268	726.5958	0.0	RNZRPK+ArialMT
Previous version:	true	8	5	446.75635	519.99365	726.5958	219.22955	RNZRPK+ArialMT
7.0	true	8	5	524.571	542.8803	726.5958	219.22955	RNZRPK+ArialMT
Product:	true	8	6	72.350006	112.31949	715.0721	0.0	RNZRPK+ArialMT
Cavipor® T0	true	8	6	112.309525	174.2408	715.0721	-0.009963989	GUKDRG+Arial-BoldMT
(ID no. 860071/SDS_GEN_EU/EN)	true	8	7	383.98846	542.87036	703.54834	0.0	RNZRPK+ArialMT
Date of print 23.08.2019	true	8	8	432.84	542.88885	690.36	0.0	RNZRPK+ArialMT
May cause severe damage to the eyes.	false	8	16	92.16	272.28662	598.3163	0.0	WFKVHA+Arial-ItalicMT
Respiratory/Skin sensitization	false	8	19	92.16002	226.08888	563.74506	0.0	RNZRPK+ArialMT
Assessment of sensitization:	false	8	21	92.16	221.17189	540.83624	0.0	RNZRPK+ArialMT
A sensitizing effect on particularly sensitive individuals cannot be excluded.	false	8	22	92.16001	429.60483	529.3125	0.0	RNZRPK+ArialMT
Information on:	false	8	24	92.16	156.19148	506.26505	0.0	WFKVHA+Arial-ItalicMT
1,2-benzisothiazol-3(2H)-one	false	8	24	160.76517	293.4018	506.26505	0.0	WFKVHA+Arial-ItalicMT
Assessment of sensitization:	false	8	25	92.150024	221.16191	494.86084	0.0	WFKVHA+Arial-ItalicMT
Sensitization after skin contact possible.	false	8	26	92.15003	274.91605	483.33713	0.0	WFKVHA+Arial-ItalicMT
Information on:	false	8	28	92.150024	154.28772	460.2897	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	8	28	158.72612	398.40012	460.2897	0.0	WFKVHA+Arial-ItalicMT
Assessment of sensitization:	false	8	29	92.150024	221.16191	448.766	0.0	WFKVHA+Arial-ItalicMT
Skin sensitizing effects were not observed in animal studies.	false	8	30	92.15003	363.95844	437.24228	0.0	WFKVHA+Arial-ItalicMT
Germ cell mutagenicity	false	8	33	92.150024	196.68887	402.79065	0.0	RNZRPK+ArialMT
Information on:	false	8	35	92.16	154.2977	379.7963	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	8	35	158.7361	398.41006	379.7963	0.0	WFKVHA+Arial-ItalicMT
Assessment of mutagenicity:	false	8	36	92.15997	222.24753	368.27258	0.0	WFKVHA+Arial-ItalicMT
The substance was not mutagenic in bacteria. No mutagenic effect was found in various tests with	false	8	37	92.15997	528.4499	356.86838	0.0	WFKVHA+Arial-ItalicMT
mammalian cell culture and mammals.	false	8	38	92.15999	268.32254	345.34467	0.0	WFKVHA+Arial-ItalicMT
Carcinogenicity	false	8	41	92.150055	163.32887	310.77353	0.0	RNZRPK+ArialMT
No data available.	false	8	43	92.16	174.96745	287.87628	0.0	RNZRPK+ArialMT
Reproductive toxicity	false	8	45	92.16001	187.20888	264.82886	0.0	RNZRPK+ArialMT
Information on:	false	8	47	92.16	154.2977	241.7963	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	8	47	158.7361	398.41006	241.7963	0.0	WFKVHA+Arial-ItalicMT
Assessment of reproduction toxicity:	false	8	48	92.15997	255.00598	230.39209	0.0	WFKVHA+Arial-ItalicMT
The results of animal studies gave no indication of a fertility impairing effect.	false	8	49	92.15997	432.85175	218.86838	0.0	WFKVHA+Arial-ItalicMT
Developmental toxicity	false	8	52	92.15997	195.00888	184.29724	0.0	RNZRPK+ArialMT
Information on:	false	8	54	92.16	154.2977	161.3958	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	8	54	158.7361	398.41006	161.3958	0.0	WFKVHA+Arial-ItalicMT
Assessment of teratogenicity:	false	8	55	92.15997	225.60406	149.87207	0.0	WFKVHA+Arial-ItalicMT
No indications of a developmental toxic / teratogenic effect were seen in animal studies.	false	8	56	92.15999	485.29114	138.34836	0.0	WFKVHA+Arial-ItalicMT
Page:	true	9	2	491.76	512.2059	762.84	0.0	RNZRPK+ArialMT
9/15	true	9	2	517.3173	542.87463	762.84	0.0	RNZRPK+ArialMT
BASF Safety data sheet according to Regulation (EC) No. 1907/2006 as amended from time to time.	true	9	3	72.34433	519.2296	749.643	0.0	RNZRPK+ArialMT
Date / Revised:	true	9	4	72.36	139.11421	738.0	0.0	RNZRPK+ArialMT
16.08.2019	true	9	4	143.88237	196.3321	738.0	0.0	RNZRPK+ArialMT
Version:	true	9	4	486.72586	519.4884	738.0	290.39374	RNZRPK+ArialMT
7.1	true	9	4	524.16876	542.89026	738.0	290.39374	RNZRPK+ArialMT
Date previous version:	true	9	5	72.359955	171.10248	726.5958	0.0	RNZRPK+ArialMT
14.08.2019	true	9	5	175.8045	227.5268	726.5958	0.0	RNZRPK+ArialMT
Previous version:	true	9	5	446.75635	519.99365	726.5958	219.22955	RNZRPK+ArialMT
7.0	true	9	5	524.571	542.8803	726.5958	219.22955	RNZRPK+ArialMT
Product:	true	9	6	72.350006	112.31949	715.0721	0.0	RNZRPK+ArialMT
Cavipor® T0	true	9	6	112.309525	174.2408	715.0721	-0.009963989	GUKDRG+Arial-BoldMT
(ID no. 860071/SDS_GEN_EU/EN)	true	9	7	383.98846	542.87036	703.54834	0.0	RNZRPK+ArialMT
Date of print 23.08.2019	true	9	8	432.84	542.88885	690.36	0.0	RNZRPK+ArialMT
Specific target organ toxicity (single exposure)	false	9	15	92.16	299.5289	609.84	0.0	RNZRPK+ArialMT
No data available.	false	9	17	92.16	174.96745	586.79614	0.0	RNZRPK+ArialMT
Repeated dose toxicity and Specific target organ toxicity (repeated exposure)	false	9	19	92.16001	436.2089	563.74866	0.0	RNZRPK+ArialMT
Information on:	false	9	21	92.16	154.2977	540.83624	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	9	21	158.7361	398.41006	540.83624	0.0	WFKVHA+Arial-ItalicMT
Assessment of repeated dose toxicity:	false	9	22	92.15997	263.41223	529.3125	0.0	WFKVHA+Arial-ItalicMT
Repeated oral uptake of the substance did not cause substance-related effects.	false	9	23	92.15997	448.92715	517.78876	0.0	WFKVHA+Arial-ItalicMT
Aspiration hazard	false	9	26	92.15994	172.80887	483.33713	0.0	RNZRPK+ArialMT
No data available.	false	9	28	92.16	174.96745	460.31628	0.0	RNZRPK+ArialMT
SECTION 12:	false	9	30	70.92	132.71294	427.68	0.0	GUKDRG+Arial-BoldMT
Ecological Information	false	9	30	138.89223	281.016	427.68	0.0	GUKDRG+Arial-BoldMT
12.1. Toxicity	false	9	31	92.16	164.35056	408.84	0.0	GUKDRG+Arial-BoldMT
Assessment of aquatic toxicity:	false	9	33	92.16	231.60995	385.67578	0.0	RNZRPK+ArialMT
There is a high probability that the product is not acutely harmful to aquatic organisms.	false	9	34	92.16	479.64386	374.15207	0.0	RNZRPK+ArialMT
Toxicity to fish:	false	9	36	92.150055	161.0334	351.10464	0.0	RNZRPK+ArialMT
LC50 (48 h) > 1 - 10 mg/l, Leuciscus idus (DIN EN ISO 7346-2)	false	9	37	92.14008	374.60565	339.58093	0.0	RNZRPK+ArialMT
Aquatic invertebrates:	false	9	39	92.12012	191.61053	316.653	0.0	RNZRPK+ArialMT
EC50 (24 h) > 100, Daphnia magna	false	9	40	92.120094	253.0219	305.1293	0.0	RNZRPK+ArialMT
Aquatic plants:	false	9	42	92.11014	160.51541	282.08188	0.0	RNZRPK+ArialMT
EC50 (96 h) > 1 - 10 mg/l (growth rate), Desmodesmus subspicatus (OECD Guideline 201)	false	9	43	92.11014	497.5718	270.55817	0.0	RNZRPK+ArialMT
acute Effect	false	9	44	92.08029	150.40605	259.15396	0.0	RNZRPK+ArialMT
EC10 > 1 mg/l, Desmodesmus subspicatus	false	9	46	92.08029	286.36008	236.10654	0.0	RNZRPK+ArialMT
long-term effect	false	9	47	92.07034	167.0791	224.58282	0.0	RNZRPK+ArialMT
Microorganisms/Effect on activated sludge:	false	9	49	92.07035	285.52344	201.5354	0.0	RNZRPK+ArialMT
EC0 (30 min) > 1 - 10 mg/l, Pseudomonas putida (OECD Guideline 209)	false	9	50	92.07034	414.74448	190.1312	0.0	RNZRPK+ArialMT
Chronic toxicity to fish:	false	9	52	92.060394	194.90735	167.08377	0.0	RNZRPK+ArialMT
No data available.	false	9	53	92.06039	177.62674	155.56006	0.0	RNZRPK+ArialMT
Chronic toxicity to aquatic invertebrates:	false	9	55	92.06039	272.06747	132.51263	0.0	RNZRPK+ArialMT
No data available.	false	9	56	92.06038	177.62674	121.10844	0.0	RNZRPK+ArialMT
Page:	true	10	2	486.24	506.83365	762.84	0.0	RNZRPK+ArialMT
10/15	true	10	2	511.98206	542.87256	762.84	0.0	RNZRPK+ArialMT
BASF Safety data sheet according to Regulation (EC) No. 1907/2006 as amended from time to time.	true	10	3	72.342255	519.22754	749.643	0.0	RNZRPK+ArialMT
Date / Revised:	true	10	4	72.36	139.11421	738.0	0.0	RNZRPK+ArialMT
16.08.2019	true	10	4	143.88237	196.3321	738.0	0.0	RNZRPK+ArialMT
Version:	true	10	4	486.72586	519.4884	738.0	290.39374	RNZRPK+ArialMT
7.1	true	10	4	524.16876	542.89026	738.0	290.39374	RNZRPK+ArialMT
Date previous version:	true	10	5	72.359955	171.10248	726.5958	0.0	RNZRPK+ArialMT
14.08.2019	true	10	5	175.8045	227.5268	726.5958	0.0	RNZRPK+ArialMT
Previous version:	true	10	5	446.75635	519.99365	726.5958	219.22955	RNZRPK+ArialMT
7.0	true	10	5	524.571	542.8803	726.5958	219.22955	RNZRPK+ArialMT
Product:	true	10	6	72.350006	112.31949	715.0721	0.0	RNZRPK+ArialMT
Cavipor® T0	true	10	6	112.309525	174.2408	715.0721	-0.009963989	GUKDRG+Arial-BoldMT
(ID no. 860071/SDS_GEN_EU/EN)	true	10	7	383.98846	542.87036	703.54834	0.0	RNZRPK+ArialMT
Date of print 23.08.2019	true	10	8	432.84	542.88885	690.36	0.0	RNZRPK+ArialMT
Information on:	false	10	16	92.16	154.2977	598.3163	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	10	16	158.7361	398.41006	598.3163	0.0	WFKVHA+Arial-ItalicMT
Toxicity to fish:	false	10	17	92.15997	161.04332	586.79254	0.0	WFKVHA+Arial-ItalicMT
LC50 (48 h) 9.6 mg/l, Leuciscus idus (Screening (style of OECD 203))	false	10	18	92.15	403.89798	575.2688	0.0	WFKVHA+Arial-ItalicMT
Information on:	false	10	21	92.130035	154.26773	540.81714	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	10	21	158.70613	398.3801	540.81714	0.0	WFKVHA+Arial-ItalicMT
Aquatic invertebrates:	false	10	22	92.130005	191.62042	529.2934	0.0	WFKVHA+Arial-ItalicMT
EC50 (24 h) > 148 mg/l, Daphnia magna (other)	false	10	23	92.12998	307.0369	517.76965	0.0	WFKVHA+Arial-ItalicMT
Information on:	false	10	26	92.11003	154.24774	483.31802	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	10	26	158.68614	398.36014	483.31802	0.0	WFKVHA+Arial-ItalicMT
Aquatic plants:	false	10	27	92.11005	160.51532	471.7943	0.0	WFKVHA+Arial-ItalicMT
EC50 (96 h) 7.5 mg/l (growth rate), Desmodesmus subspicatus (OECD Guideline 201)	false	10	28	92.11005	477.1736	460.2706	0.0	WFKVHA+Arial-ItalicMT
acute Effect	false	10	29	92.08014	150.40588	448.7469	0.0	WFKVHA+Arial-ItalicMT
EC10 1.5 mg/l, Desmodesmus subspicatus	false	10	31	92.080124	286.12085	425.81897	0.0	WFKVHA+Arial-ItalicMT
long-term effect	false	10	32	92.07016	167.07892	414.29526	0.0	WFKVHA+Arial-ItalicMT
Assessment of terrestrial toxicity:	false	10	35	92.07016	241.00203	379.72412	0.0	RNZRPK+ArialMT
No data available concerning terrestrial toxicity.	false	10	36	92.070145	307.11652	368.2004	0.0	RNZRPK+ArialMT
12.2. Persistence and degradability	false	10	38	92.16	278.71393	344.4	0.0	GUKDRG+Arial-BoldMT
Assessment biodegradation and elimination (H2O):	false	10	40	92.16	321.13046	321.2358	0.0	RNZRPK+ArialMT
The product has not been tested.	false	10	41	92.16	244.4484	309.7121	0.0	RNZRPK+ArialMT
Information on:	false	10	43	92.16	154.2977	286.66467	0.0	WFKVHA+Arial-ItalicMT
Alcohols, C12-14, ethoxylated, sulfates, sodium salts	false	10	43	158.7361	398.41006	286.66467	0.0	WFKVHA+Arial-ItalicMT
Assessment biodegradation and elimination (H2O):	false	10	44	92.15997	321.1304	275.14096	0.0	WFKVHA+Arial-ItalicMT
Readily biodegradable (according to OECD criteria).	false	10	45	92.15994	328.44104	263.61725	0.0	WFKVHA+Arial-ItalicMT
Information on:	false	10	47	92.149994	156.18147	240.68933	0.0	WFKVHA+Arial-ItalicMT
1,2-benzisothiazol-3(2H)-one	false	10	47	160.75516	293.39178	240.68933	0.0	WFKVHA+Arial-ItalicMT
Assessment biodegradation and elimination (H2O):	false	10	48	92.140015	321.11044	229.16562	0.0	WFKVHA+Arial-ItalicMT
Not readily biodegradable (by OECD criteria).	false	10	49	92.139984	298.9096	217.6419	0.0	WFKVHA+Arial-ItalicMT
12.3. Bioaccumulative potential	false	10	52	92.16	259.0296	182.28	0.0	GUKDRG+Arial-BoldMT
Assessment bioaccumulation potential:	false	10	54	92.16	267.84448	158.99628	0.0	RNZRPK+ArialMT
Accumulation in organisms is not to be expected.	false	10	55	92.160034	315.00507	147.59207	0.0	RNZRPK+ArialMT
12.4. Mobility in soil	false	10	57	92.16	199.14865	123.6	0.0	GUKDRG+Arial-BoldMT
Page:	true	11	2	486.24	506.83365	762.84	0.0	RNZRPK+ArialMT
11/15	true	11	2	511.98206	542.87256	762.84	0.0	RNZRPK+ArialMT
BASF Safety data sheet according to Regulation (EC) No. 1907/2006 as amended from time to time.	true	11	3	72.342255	519.22754	749.643	0.0	RNZRPK+ArialMT
Date / Revised:	true	11	4	72.36	139.11421	738.0	0.0	RNZRPK+ArialMT
16.08.2019	true	11	4	143.88237	196.3321	738.0	0.0	RNZRPK+ArialMT
Version:	true	11	4	486.72586	519.4884	738.0	290.39374	RNZRPK+ArialMT
7.1	true	11	4	524.16876	542.89026	738.0	290.39374	RNZRPK+ArialMT
Date previous version:	true	11	5	72.359955	171.10248	726.5958	0.0	RNZRPK+ArialMT
14.08.2019	true	11	5	175.8045	227.5268	726.5958	0.0	RNZRPK+ArialMT
Previous version:	true	11	5	446.75635	519.99365	726.5958	219.22955	RNZRPK+ArialMT
7.0	true	11	5	524.571	542.8803	726.5958	219.22955	RNZRPK+ArialMT
Product:	true	11	6	72.350006	112.31949	715.0721	0.0	RNZRPK+ArialMT
Cavipor® T0	true	11	6	112.309525	174.2408	715.0721	-0.009963989	GUKDRG+Arial-BoldMT
(ID no. 860071/SDS_GEN_EU/EN)	true	11	7	383.98846	542.87036	703.54834	0.0	RNZRPK+ArialMT
Date of print 23.08.2019	true	11	8	432.84	542.88885	690.36	0.0	RNZRPK+ArialMT
Assessment transport between environmental compartments:	false	11	15	92.16	366.72736	609.84	0.0	RNZRPK+ArialMT
Volatility:	false	11	16	92.160034	136.56126	598.3163	0.0	RNZRPK+ArialMT
The substance will not evaporate into the atmosphere from the water surface.	false	11	16	141.00139	482.89087	598.3163	0.0	RNZRPK+ArialMT
Adsorption in soil:	false	11	17	92.160065	169.2021	586.79254	0.0	RNZRPK+ArialMT
Adsorption to solid soil phase is possible.	false	11	17	173.48221	361.8072	586.79254	0.0	RNZRPK+ArialMT
12.5. Results of PBT and vPvB assessment	false	11	19	92.16	320.2243	562.8	0.0	GUKDRG+Arial-BoldMT
12.6. Other adverse effects	false	11	21	92.16	235.15009	538.68	0.0	GUKDRG+Arial-BoldMT
The product does not contain substances that are listed in Regulation (EC) 1005/2009 on	false	11	23	92.16	488.9228	515.51624	0.0	RNZRPK+ArialMT
substances that deplete the ozone layer.	false	11	24	92.16	277.20685	503.99252	0.0	RNZRPK+ArialMT
12.7. Additional information	false	11	26	92.16	240.07391	480.0	0.0	GUKDRG+Arial-BoldMT
Add. remarks environm. fate & pathway:	false	11	28	92.16	272.7647	456.83627	0.0	RNZRPK+ArialMT
Treatment in biological waste water treatment plants has to be performed according to local and	false	11	29	92.16002	518.32477	445.31256	0.0	RNZRPK+ArialMT
administrative regulations.	false	11	30	92.16002	211.09238	433.90836	0.0	RNZRPK+ArialMT
Other ecotoxicological advice:	false	11	32	92.16002	227.76541	410.86093	0.0	RNZRPK+ArialMT
The product has not been tested. The statements on ecotoxicology have been derived from the	false	11	33	92.16002	515.1923	399.33722	0.0	RNZRPK+ArialMT
properties of the individual components.	false	11	34	92.16002	274.44797	387.8135	0.0	RNZRPK+ArialMT
SECTION 13:	false	11	36	70.92	134.17029	355.2	0.0	GUKDRG+Arial-BoldMT
Disposal Considerations	false	11	36	140.49532	292.296	355.2	0.0	GUKDRG+Arial-BoldMT
13.1. Waste treatment methods	false	11	38	92.16	257.23007	324.84	0.0	GUKDRG+Arial-BoldMT
Must be disposed of or incinerated in accordance with local regulations.	false	11	40	92.16	411.129	301.6763	0.0	RNZRPK+ArialMT
Contaminated packaging:	false	11	43	92.16	208.33344	267.22467	0.0	RNZRPK+ArialMT
Uncontaminated packaging can be re-used.	false	11	44	92.16	288.37204	255.70096	0.0	RNZRPK+ArialMT
Packs that cannot be cleaned should be disposed of in the same manner as the contents.	false	11	45	92.16002	490.92856	244.17725	0.0	RNZRPK+ArialMT
SECTION 14:	false	11	48	70.92	133.34912	200.04	0.0	GUKDRG+Arial-BoldMT
Transport Information	false	11	48	139.59203	276.93607	200.04	0.0	GUKDRG+Arial-BoldMT
Land transport	false	11	50	92.16	165.48888	170.63629	0.0	GUKDRG+Arial-BoldMT
ADR	false	11	52	92.16	116.04408	147.59628	0.0	RNZRPK+ArialMT
Not classified as a dangerous good under transport regulations	false	11	53	226.8	508.0889	130.2	128.15112	RNZRPK+ArialMT
UN number:	false	11	54	95.88	152.52887	118.68	0.0	RNZRPK+ArialMT
